name,frequency
ciumes,180
concluiu,180
demais,180
dez,180
fezme,180
ficava,180
gostava,180
imperador,180
justamente,180
logar,180
muitas,180
nella,180
noticia,180
panegyrico,180
passado,180
passar,180
pobre,180
praia,180
segunda,180
sendo,180
ultimo,180
vim,180
achar,168
alegria,168
basta,168
caminho,168
chegou,168
costas,168
deante,168
defuncto,168
dizem,168
entretanto,168
feito,168
feliz,168
iamos,168
ler,168
licção,168
materia,168
medicina,168
morrer,168
naquella,168
necessidade,168
numero,168
opera,168
ouvir,168
parede,168
pelos,168
pensar,168
podiam,168
prazer,168
propria,168
quinze,168
quizesse,168
ressaca,168
sonhos,168
titulo,168
ultima,168
volta,168
anjo,156
baixo,156
bella,156
carro,156
cemiterio,156
certa,156
cheia,156
comnosco,156
creança,156
dedos,156
deixei,156
devéras,156
diabo,156
diga,156
emfim,156
enterro,156
especie,156
exemplo,156
falando,156
faria,156
final,156
fizesse,156
flòr,156
lembrança,156
maneira,156
muro,156
nelle,156
olhar,156
ouvia,156
ouviu,156
pequena,156
perder,156
perguntoume,156
poucos,156
preto,156
primeiros,156
provavelmente,156
pura,156
qual,156
quizer,156
reflexão,156
ria,156
riso,156
segredo,156
seis,156
separação,156
tendo,156
vale,156
viagem,156
visita,156
acho,144
andava,144
cair,144
casar,144
cavallo,144
cidade,144
conhecia,144
contei,144
deixar,144
dá,144
egual,144
eis,144
escola,144
falta,144
fortunata,144
gurgel,144
homens,144
imitar,144
juntos,144
juro,144
mesmos,144
musica,144
nisto,144
obra,144
olhando,144
paulo,144
perdão,144
poeta,144
principal,144
proposito,144
quaes,144
resposta,144
saudades,144
sege,144
sonho,144
sr,144
ternura,144
texto,144
umas,144
vela,144
velhas,144
vieram,144
vinham,144
acaso,132
anda,132
buscar,132
cabo,132
café,132
carreira,132
cartas,132
cheio,132
cinco,132
comsigo,132
deume,132
diria,132
disso,132
dito,132
doente,132
donde,132
esperar,132
esquecer,132
esquerda,132
fazelo,132
fundo,132
intenção,132
interesse,132
lembroume,132
lettras,132
levava,132
luz,132
menino,132
menor,132
moço,132
negocio,132
noites,132
nomes,132
olhou,132
pelas,132
perguntei,132
respondi,132
rir,132
sabbado,132
sabes,132
seminarista,132
sensação,132
soneto,132
terceiro,132
visinho,132
vão,132
acha,120
acudiu,120
apostolico,120
arte,120
assumpto,120
bellas,120
braço,120
breve,120
calor,120
chamava,120
commum,120
corpo,120
costumes,120
creatura,120
côr,120
dahi,120
deixou,120
dinheiro,120
doutor,120
ecclesiastica,120
essas,120
febre,120
feio,120
ficámos,120
figura,120
fizera,120
fizeram,120
flamengo,120
gabinete,120
imagina,120
leis,120
mesa,120
momento,120
morto,120
natureza,120
officio,120
ouro,120
papeis,120
parei,120
pediume,120
peito,120
pensamento,120
poderia,120
rapaz,120
sacristão,120
saí,120
signal,120
sol,120
suspirou,120
tornei,120
tornou,120
trabalho,120
triste,120
vaidade,120
velhos,120
visinhança,120
viuva,120
acto,108
acção,108
ah,108
antigo,108
após,108
attenção,108
bolso,108
casmurro,108
cedo,108
clara,108
collegio,108
comecei,108
começou,108
companhia,108
confessar,108
consentiu,108
correr,108
dalli,108
deixa,108
descer,108
devagar,108
difficuldade,108
dissesse,108
distancia,108
dormir,108
durante,108
dão,108
effectivamente,108
emoção,108
engenho,108
entrada,108
esperança,108
esperanças,108
espirito,108
estudos,108
eterna,108
faço,108
finalmente,108
futuro,108
gato,108
infancia,108
intimidade,108
janellas,108
joven,108
joão,108
juramento,108
lembrame,108
loja,108
maneiras,108
meia,108
meias,108
mesmas,108
mocidade,108
moral,108
mostrar,108
mulheres,108
nesse,108
noticias,108
novas,108
olha,108
olhava,108
olhe,108
omnibus,108
pareciam,108
pediu,108
peguei,108
pena,108
pensando,108
penso,108
penteado,108
poder,108
poço,108
primeiras,108
prompto,108
provavel,108
publico,108
puro,108
querendo,108
rapazes,108
rato,108
receio,108
relações,108
repeti,108
replicou,108
rio,108
roça,108
sangue,108
santiago,108
santos,108
saude,108
saía,108
sensações,108
situação,108
sómente,108
te,108
tom,108
traz,108
ultimos,108
unico,108
uso,108
velo,108
vem,108
vestido,108
vindo,108
virtudes,108
voltandose,108
voltar,108
vozes,108
além,96
ande,96
antigas,96
aquillo,96
beijo,96
benção,96
calado,96
canapé,96
caras,96
carta,96
chacara,96
chicara,96
conselho,96
contou,96
contra,96
creanças,96
cuidei,96
curta,96
dado,96
daria,96
deixe,96
denuncia,96
dera,96
dessas,96
destino,96
differença,96
direita,96
disto,96
doença,96
dom,96
embargos,96
entender,96
eramos,96
escripto,96
escriptura,96
esperando,96
estavamos,96
fale,96
falei,96
faça,96
feita,96
grave,96
havendo,96
illusão,96
imaginação,96
indo,96
interior,96
justiça,96
labios,96
levou,96
libras,96
mana,96
medico,96
olhei,96
outrora,96
ouvidos,96
paes,96
paginas,96
papa,96
pareceu,96
passava,96
pedro,96
pegou,96
penna,96
peralta,96
perguntava,96
plano,96
prégão,96
queriam,96
quê,96
saida,96
sapatos,96
semana,96
servir,96
tardes,96
testa,96
theologia,96
tinhamos,96
toada,96
tocava,96
tocha,96
tomar,96
vara,96
varanda,96
veja,96
viu,96
viver,96
vivo,96
acabei,84
accrescentou,84
adeante,84
alegre,84
algarismos,84
almoço,84
alta,84
altar,84
alvoroço,84
anterior,84
apprender,84
autor,84
bastava,84
batalha,84
belleza,84
bispo,84
boas,84
bons,84
brincando,84
case,84
certamente,84
cesar,84
claros,84
consciencia,84
conta,84
continuei,84
conto,84
cuidados,84
cumprir,84
debaixo,84
defesa,84
divida,84
divina,84
dizelo,84
dono,84
dou,84
dura,84
entra,84
ergueuse,84
espaço,84
esperava,84
esses,84
estudar,84
explicar,84
falarlhe,84
fazem,84
francamente,84
gosta,84
impressão,84
infinito,84
invalidos,84
irá,84
janeiro,84
jura,84
largo,84
levasse,84
lhes,84
loteria,84
mandar,84
manhãs,84
menina,84
mentir,84
mentira,84
mestre,84
metade,84
metter,84
má,84
narração,84
numa,84
ouve,84
ouvido,84
ouvilo,84
ouvira,84
pagar,84
paixão,84
parecer,84
paredes,84
passa,84
passeio,84
pedaço,84
pedia,84
pegar,84
pequenos,84
pergunta,84
perguntar,84
phrase,84
poderá,84
politica,84
pontas,84
possa,84
precisa,84
professor,84
promessas,84
propriamente,84
prova,84
pódem,84
qualidades,84
quarenta,84
querer,84
quizera,84
reflexões,84
remedio,84
resolução,84
responder,84
ruas,84
seminaristas,84
sentir,84
serio,84
signaes,84
somma,84
susto,84
tenor,84
total,84
tranças,84
unica,84
usava,84
vento,84
viesse,84
visto,84
voltei,84
vê,84
abrir,72
accender,72
adeus,72
administrador,72
admiração,72
advogado,72
afflicção,72
agua,72
alugueis,72
andarahy,72
andorinhas,72
aquelles,72
aspecto,72
atalhou,72
ausencia,72
autos,72
avemarias,72
bilhete,72
bordo,72
buscava,72
cadeira,72
calças,72
canto,72
casada,72
casamento,72
casos,72
chamar,72
chegar,72
chorando,72
chá,72
cocheiro,72
conclusão,72
concordou,72
confesso,72
confessou,72
confessoume,72
conhecido,72
contando,72
continuava,72
conversa,72
conversação,72
crise,72
cumpria,72
daquellas,72
daquelles,72
definição,72
deixasse,72
deixouse,72
despedida,72
devem,72
dever,72
direito,72
distincção,72
diz,72
diziame,72
duvidas,72
enfiei,72
enxugou,72
erro,72
escada,72
escura,72
espantado,72
especial,72
espera,72
esposa,72
esqueceu,72
esqueça,72
estado,72
explicação,72
fala,72
falado,72
falavam,72
fazendo,72
ficaram,72
fina,72
finas,72
fé,72
férias,72
gostou,72
graças,72
hontem,72
ido,72
imagem,72
impossivel,72
inteira,72
inveja,72
jornaes,72
lados,72
lance,72
leitora,72
lembrar,72
lenço,72
levar,72
leve,72
licença,72
longa,72
maiores,72
mande,72
manha,72
matar,72
mez,72
moda,72
monica,72
motivo,72
motivos,72
moças,72
namoro,72
nisso,72
nota,72
nove,72
obrigado,72
obrigação,72
ordem,72
ouvindo,72
padrenossos,72
padres,72
pallio,72
parecendo,72
parecido,72
partes,72
particularmente,72
passagem,72
passaros,72
passos,72
pau,72
pede,72
pedi,72
pedilhe,72
pegueilhe,72
peor,72
perguntoulhe,72
peça,72
photographia,72
piano,72
pouca,72
principalmente,72
projecto,72
proprios,72
quatorze,72
querido,72
questão,72
relogio,72
repetição,72
roma,72
sabendo,72
sabor,72
saia,72
saindo,72
salvo,72
sanchinha,72
satanaz,72
seculos,72
semanas,72
sentimento,72
sepultura,72
serás,72
sinto,72
sombra,72
subi,72
succedeu,72
suspeita,72
tiquetique,72
trecho,72
trem,72
valem,72
valor,72
vencer,72
venha,72
visinha,72
viva,72
voltas,72
voltou,72
abaixo,60
abertos,60
aborrecido,60
abriu,60
absolutamente,60
acabasse,60
acceitei,60
acceito,60
achado,60
achasse,60
actos,60
acudi,60
acudiram,60
administração,60
adolescencia,60
affeição,60
afim,60
alheias,60
aliás,60
alliados,60
amar,60
amava,60
ambas,60
ameaça,60
amigas,60
amores,60
animo,60
anjos,60
antigos,60
apanhar,60
apertar,60
apezar,60
apprendeu,60
ares,60
audiencia,60
bastante,60
beiços,60
beneficio,60
besta,60
cadaver,60
cancella,60
candida,60
cantando,60
cantos,60
caridade,60
caro,60
cattete,60
cerebro,60
cerimonia,60
chegando,60
chorou,60
cocadas,60
comer,60
começava,60
comparação,60
composto,60
confusão,60
contas,60
contracto,60
convicção,60
correu,60
corria,60
creaturas,60
crescer,60
cuidar,60
cuidava,60
cuido,60
culpa,60
curiosidades,60
custa,60
davam,60
deixava,60
deixára,60
dentes,60
deram,60
desappareceu,60
desespero,60
despezas,60
destas,60
destes,60
deve,60
dezesete,60
differente,60
digame,60
direi,60
dissera,60
dissimulada,60
divino,60
dizerlhe,60
dizerme,60
diziam,60
doces,60
doutrina,60
duvida,60
dê,60
dôr,60
egualmente,60
elogios,60
embaixo,60
entendo,60
entrava,60
entro,60
escolher,60
escrevendo,60
escrevi,60
esperei,60
estaria,60
estes,60
estima,60
etc,60
exacto,60
exclamação,60
exclamou,60
existencia,60
explicado,60
explicou,60
expressão,60
falaria,60
falarme,60
faziam,60
febres,60
fechar,60
feições,60
felizes,60
festas,60
flôr,60
folhas,60
forças,60
frio,60
fugir,60
fôr,60
gamão,60
guardar,60
guerra,60
haveria,60
homero,60
hypothese,60
impeto,60
importa,60
impulso,60
indagar,60
inferno,60
interrompeu,60
invejas,60
italiano,60
joelhos,60
joias,60
juntas,60
lembrou,60
lendo,60
lettra,60
lho,60
li,60
licções,60
lido,60
ligas,60
louvores,60
lua,60
mandei,60
melancolia,60
memorias,60
merece,60
minuto,60
mirando,60
modestia,60
modos,60
moeda,60
morta,60
mortos,60
mudança,60
murmurou,60
mysterio,60
nariz,60
nascido,60
negocios,60
nessa,60
nesta,60
obliqua,60
obsequio,60
obstante,60
oleos,60
opusculo,60
orações,60
othello,60
ouço,60
paciencia,60
parar,60
pareceme,60
pareceume,60
parentes,60
passando,60
passavam,60
passei,60
pedra,60
pensava,60
perde,60
perdeu,60
perfeitamente,60
perfeição,60
perguntas,60
pergunteilhe,60
peço,60
pintura,60
podendo,60
polemica,60
ponho,60
portas,60
possuia,60
poz,60
presas,60
presença,60
pretexto,60
projectos,60
prometto,60
proximo,60
pôr,60
quadro,60
raro,60
receber,60
recebi,60
recente,60
recordar,60
recordações,60
referi,60
religioso,60
repartição,60
repente,60
repetia,60
riu,60
roupa,60
ruim,60
russos,60
sabbados,60
sae,60
sairam,60
saisse,60
santissimo,60
santo,60
sequer,60
sete,60
sido,60
som,60
sorrindo,60
sorte,60
soube,60
subir,60
surda,60
sympathia,60
sósinho,60
tamanho,60
tempos,60
tentei,60
terceira,60
termo,60
termos,60
textos,60
ti,60
timidez,60
tirar,60
traziam,60
tristeza,60
troca,60
trombeta,60
valia,60
ventura,60
verdadeira,60
verme,60
vertigem,60
vigario,60
virtude,60
visse,60
voltando,60
aberto,48
accendeu,48
accordo,48
acheilhe,48
acompanhar,48
acções,48
adoravel,48
agradeceu,48
alcova,48
algo,48
altura,48
alvitre,48
amai,48
andavam,48
andei,48
animoume,48
apagou,48
appareceu,48
arithmeticas,48
astronomia,48
autoridade,48
aviso,48
azas,48
azul,48
bacharel,48
baile,48
bairro,48
baixa,48
barbeiro,48
bastaria,48
batia,48
beijar,48
boca,48
bolas,48
bondade,48
buscasse,48
cabello,48
calix,48
cantava,48
cançado,48
cap,48
casado,48
cavalleiro,48
cedeu,48
certeza,48
chapéo,48
chaves,48
chega,48
chegava,48
chita,48
circumstancias,48
ciume,48
coche,48
collega,48
commercio,48
companheiro,48
companheiros,48
comprido,48
comquanto,48
comtudo,48
conego,48
confirmou,48
confissão,48
confusas,48
conhecer,48
conselhos,48
consequencia,48
constantinopla,48
consultar,48
contado,48
contavame,48
contente,48
contos,48
contraregra,48
correndo,48
creia,48
crescendo,48
cuidado,48
curioso,48
cór,48
dando,48
darlhe,48
dará,48
datas,48
davalhe,48
deitar,48
deitei,48
deixo,48
demora,48
desastre,48
descobrir,48
desdemona,48
despedirse,48
despediuse,48
destinado,48
desvanecimento,48
digamos,48
dirá,48
dissimular,48
dissimulação,48
dona,48
dormia,48
désse,48
elogio,48
embarque,48
emoções,48
encoberto,48
entendi,48
entendido,48
enviuvou,48
eras,48
erguia,48
escapei,48
escolha,48
escravos,48
escripta,48
escrupulo,48
escuro,48
esforço,48
esforços,48
espada,48
espectaculo,48
espelho,48
esperou,48
espiritual,48
esquece,48
esquecido,48
estando,48
estrellas,48
estudante,48
evitar,48
exacta,48
exactamente,48
examinar,48
explica,48
explicações,48
expliquei,48
expliqueilhe,48
exposição,48
facilidade,48
facilmente,48
falasse,48
faloume,48
faltar,48
fará,48
feição,48
ferida,48
ficando,48
ficasse,48
figuras,48
finado,48
fique,48
fiquemos,48
firme,48
fitava,48
flores,48
formula,48
forte,48
fortuna,48
frente,48
fresca,48
geito,48
genio,48
gostando,48
gostei,48
habitual,48
haverme,48
haviamos,48
hesitou,48
impaciencia,48
impede,48
imperial,48
imperio,48
importante,48
incidente,48
incommodo,48
insistisse,48
interessante,48
interno,48
intervenção,48
intima,48
irei,48
iremos,48
itaguahy,48
ix,48
jogando,48
jogar,48
jurar,48
lances,48
lembrava,48
lentamente,48
lepra,48
levala,48
levantou,48
levarlhe,48
liberdade,48
lindo,48
linha,48
longo,48
longos,48
maestro,48
malicia,48
mano,48
marcha,48
marte,48
materias,48
mau,48
medida,48
metaphora,48
mettia,48
molestias,48
moraes,48
morria,48
mouro,48
movimentos,48
naquelles,48
nascer,48
naturaes,48
nego,48
notar,48
num,48
obedeci,48
officios,48
oito,48
onze,48
ordenado,48
ordens,48
orelhas,48
orgulho,48
outrosim,48
paga,48
pancada,48
parenta,48
parou,48
pasmado,48
passear,48
pedido,48
pedirlhe,48
pegoume,48
pensasse,48
pente,48
pequenino,48
peraltas,48
perdese,48
pergunto,48
perigo,48
persuasão,48
pescoço,48
phenomeno,48
piston,48
podemos,48
ponta,48
poria,48
porquanto,48
possiveis,48
poucas,48
poude,48
pratica,48
precisava,48
presilhas,48
proprias,48
proxima,48
pupillas,48
pódese,48
quantos,48
rapida,48
rapido,48
rasos,48
razões,48
realidade,48
recado,48
recebe,48
recebeu,48
recordação,48
recuar,48
recusa,48
reflectia,48
rei,48
reitor,48
religiosos,48
relê,48
reminiscencias,48
remorso,48
repentina,48
repetiu,48
resistencia,48
respondeume,48
respostas,48
retorquiu,48
retratos,48
ri,48
roemos,48
rumor,48
saias,48
saimos,48
saíam,48
secreta,48
segredinhos,48
semelhança,48
sentimentos,48
sereno,48
servia,48
serviço,48
serviços,48
sinhásinha,48
sirius,48
somno,48
sorriso,48
sujeito,48
superlativos,48
supponha,48
sós,48
tanta,48
tantas,48
tantos,48
taquara,48
tecto,48
teimasse,48
teimava,48
tela,48
terror,48
teu,48
tirasse,48
tirou,48
tocar,48
tornava,48
trabalhar,48
trepadas,48
trez,48
trinta,48
tristes,48
trouxe,48
ultimas,48
unicamente,48
vaga,48
vagar,48
vagas,48
vago,48
valeu,48
vantagem,48
varia,48
varias,48
vejo,48
vendo,48
venho,48
verdadeiras,48
vestia,48
vira,48
viveu,48
vocês,48
vás,48
abanava,36
abanou,36
abatido,36
aborrecer,36
aborrecida,36
abraçoume,36
abria,36
absolvição,36
acabado,36
acabando,36
acceitar,36
acceitou,36
accordei,36
acharia,36
acheio,36
acontecia,36
acontecimentos,36
acostumado,36
acudir,36
adagio,36
adivinhando,36
admira,36
adolescente,36
adolescentes,36
adverti,36
affectuosas,36
agarreime,36
aguas,36
alcançar,36
alegres,36
allopathia,36
almoçar,36
amada,36
amanheceu,36
amarellas,36
amarissimo,36
ambição,36
ancioso,36
ando,36
anecdota,36
anteriores,36
antonio,36
apertando,36
apertou,36
apertoume,36
apontando,36
apostolos,36
apparecia,36
apparencia,36
approvação,36
aquellas,36
archanjo,36
armazem,36
arrependimento,36
ashaverus,36
atordoado,36
atou,36
atrevidas,36
atropello,36
attenta,36
attento,36
aventura,36
aventuras,36
baixinho,36
banal,36
barbonos,36
bastoume,36
bater,36
beber,36
bello,36
bellos,36
berço,36
bilhetes,36
boceta,36
bonitos,36
botas,36
branco,36
brancos,36
brincar,36
brincava,36
bulha,36
busquei,36
busto,36
cabeças,36
cabia,36
calados,36
calculo,36
calouse,36
campanhas,36
cantar,36
cantico,36
capitolina,36
capitulos,36
caracter,36
cargo,36
caricias,36
carne,36
carnes,36
casados,36
causas,36
caíam,36
celebre,36
celebres,36
central,36
centro,36
cerrava,36
certos,36
chamado,36
chamavame,36
chave,36
chegam,36
chegara,36
chego,36
chegue,36
chegámos,36
cheios,36
chinellas,36
chora,36
chorei,36
choro,36
chovia,36
chuva,36
cigana,36
cincoenta,36
cintura,36
circumstancia,36
coberto,36
coitado,36
colera,36
come,36
commovido,36
companheira,36
compor,36
comprar,36
concluir,36
concluo,36
confiança,36
confidencia,36
confuso,36
consegui,36
contarei,36
contasse,36
conteilhe,36
contoume,36
contraria,36
conversando,36
conversava,36
conversações,36
convidar,36
copia,36
coqueiro,36
corações,36
correspondente,36
cosido,36
costura,36
creação,36
credor,36
cria,36
criado,36
cruel,36
cuides,36
cujo,36
culpadas,36
cunhadinha,36
curiosa,36
curou,36
curto,36
curtos,36
custou,36
cães,36
córos,36
dada,36
dalo,36
davame,36
debuxo,36
dedo,36
definitiva,36
deitado,36
deixavam,36
deixeime,36
demanda,36
des,36
desejos,36
desenho,36
desfazer,36
despedidas,36
despedime,36
despeito,36
desprezo,36
desses,36
destinada,36
devedor,36
devesse,36
devota,36
dezeseis,36
digam,36
digase,36
digno,36
dimensões,36
dinheiros,36
direcção,36
direitos,36
dirão,36
disfarçar,36
disposição,36
disposto,36
disseram,36
dizela,36
doeume,36
dominava,36
dor,36
dormi,36
doulhe,36
droga,36
duvidar,36
duzia,36
dême,36
effectivo,36
embarcar,36
emenda,36
emendar,36
emendou,36
emprego,36
empreguei,36
enferma,36
enfermeira,36
enfiado,36
enfiados,36
enfiou,36
enganar,36
engano,36
enorme,36
entendeu,36
entrado,36
entrando,36
entraram,36
enxuguei,36
escapou,36
escriptor,36
escriptorio,36
esculptor,36
escuras,36
escutava,36
espantada,36
espanto,36
esperasse,36
espiar,36
espiava,36
esquina,36
essencia,36
estariam,36
estará,36
esterlinas,36
estremecer,36
estrepito,36
estylo,36
estás,36
eternidade,36
eterno,36
evidentemente,36
evocava,36
exageração,36
excellente,36
excellentissima,36
exclusivamente,36
exemplar,36
explicasse,36
explico,36
expressões,36
exquisita,36
externo,36
extranho,36
extraordinariamente,36
extraordinario,36
faceis,36
facto,36
fada,36
falará,36
falo,36
faltava,36
familiares,36
familias,36
fariam,36
faziame,36
fechando,36
fechei,36
fechou,36
feia,36
feios,36
feitas,36
feitos,36
felo,36
fezlhe,36
feznos,36
ficára,36
fio,36
fixa,36
fizemos,36
fizme,36
fluido,36
fogo,36
formam,36
fortaleza,36
fortes,36
franca,36
fugisse,36
fugiu,36
fuime,36
fundos,36
fòro,36
fórma,36
ganhase,36
garganta,36
genero,36
geral,36
golpe,36
gravata,36
graves,36
gravissimo,36
grosso,36
grossos,36
guardei,36
havelo,36
haverá,36
haviam,36
hesitar,36
hesitação,36
historias,36
honra,36
honras,36
hostia,36
humana,36
humanas,36
iago,36
ida,36
ii,36
imita,36
impaciente,36
imprimilo,36
impulsos,36
inclinação,36
inclineime,36
inglez,36
injuria,36
innocente,36
inquieto,36
inscripção,36
interromper,36
interrompida,36
interveiu,36
inuteis,36
investidura,36
iriamos,36
irmã,36
irmão,36
jogo,36
juizo,36
jurava,36
jurei,36
juremos,36
justo,36
ladeira,36
lampião,36
lapa,36
lavadouro,36
lazer,36
legado,36
leitura,36
lembrando,36
lembranças,36
lentes,36
lençóes,36
levanta,36
levantar,36
levantei,36
levantouse,36
lia,36
libretto,36
ligado,36
livida,36
louvor,36
louça,36
lustre,36
madrugada,36
magro,36
majestade,36
manda,36
mando,36
mangas,36
manifesta,36
manuscripto,36
marcado,36
mares,36
maria,36
março,36
massinissa,36
mediante,36
melhores,36
meninas,36
metal,36
mettelo,36
mettesse,36
mettida,36
mettido,36
missas,36
mister,36
mocinho,36
modesta,36
molhados,36
montar,36
morava,36
mostra,36
mostrou,36
moveis,36
movimento,36
mudado,36
mudar,36
mui,36
mysterios,36
nadar,36
namorada,36
namorados,36
namorar,36
nasceu,36
naufragio,36
necessaria,36
necessario,36
negou,36
nellas,36
nora,36
notas,36
novembro,36
novos,36
nympha,36
objecto,36
objectos,36
observou,36
occasiões,36
offereceu,36
olhavam,36
olho,36
opinar,36
opinou,36
ordenação,36
ordene,36
origem,36
ouvimos,36
ouviram,36
ouviume,36
padecer,36
padrinho,36
pagamento,36
pagina,36
pallida,36
palpebras,36
panno,36
par,36
pararam,36
parava,36
parceiro,36
parecelhe,36
partitura,36
passarinhos,36
paz,36
peccados,36
pedaços,36
pedindo,36
pegam,36
pegasse,36
pendente,36
pensa,36
perda,36
perdia,36
perdoe,36
perfeito,36
perguntarlhe,36
permittia,36
personagens,36
peçolhe,36
phrases,36
pia,36
piedade,36
pintado,36
pio,36
podiamos,36
politico,36
portanto,36
portão,36
porção,36
possibilidade,36
predicção,36
preferia,36
prego,36
premio,36
prender,36
preparação,36
presente,36
presilha,36
preso,36
pressa,36
presta,36
pretas,36
preço,36
promettia,36
prompta,36
propozme,36
prosa,36
puder,36
purgatorio,36
pódes,36
quantas,36
queira,36
queixo,36
quente,36
queres,36
quitanda,36
quizessem,36
rasgos,36
recebendo,36
recommendações,36
reconciliação,36
recordando,36
recreios,36
recto,36
recuei,36
recusou,36
reflecti,36
reflectindo,36
reflexo,36
reformar,36
reis,36
rejeitou,36
religião,36
repetias,36
repetindo,36
repliquei,36
respeito,36
resumo,36
rezei,36
risonho,36
sabido,36
sacerdote,36
sacudi,36
saio,36
satisfeito,36
